timestamp_utc,workload_end_utc,window,model,decision_date,duration_hours,actual_avg_price_eur_mwh,predicted_avg_price_eur_mwh,previous_day_avg_price_eur_mwh,actual_avg_carbon_intensity_g_co2e_per_kwh,predicted_avg_carbon_intensity_g_co2e_per_kwh,actual_total_emissions_kg_co2e,predicted_total_emissions_kg_co2e,decision_group,predicted_price_rank,predicted_carbon_rank,actual_price_rank,actual_carbon_rank,candidate_count,predicted_price_rank_pct,predicted_carbon_rank_pct,actual_price_rank_pct,actual_carbon_rank_pct,predicted_combined_score,actual_combined_score,predicted_decision_rank,actual_decision_rank,actual_best_combined_score,actual_best_price_eur_mwh,actual_best_carbon_intensity_g_co2e_per_kwh,run_now_price_eur_mwh,run_now_carbon_intensity_g_co2e_per_kwh,combined_regret,cost_regret_eur_mwh,carbon_regret_g_co2e_per_kwh,cost_savings_vs_run_now_eur_mwh,carbon_savings_vs_run_now_g_co2e_per_kwh,is_predicted_best,is_actual_best,is_predicted_top_3,is_actual_top_3,predicted_price_change_vs_previous_day_eur_mwh,actual_price_change_vs_previous_day_eur_mwh,predicted_price_direction_vs_previous_day,actual_price_direction_vs_previous_day,price_direction_correct
2026-02-09 20:00:00+00:00,2026-02-09 21:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,68.6025,84.84552542305107,90.2,16.837146790367512,20.19093518589479,645170.0,787745.5,2026-02-09,13,16,9,12,24,0.5217391304347826,0.6521739130434783,0.34782608695652173,0.4782608695652174,0.5869565217391304,0.41304347826086957,15,11,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.41304347826086957,29.700000000000003,2.6419967920585865,9.47999999999999,0.7327313442400367,False,False,False,False,-5.354474576948931,-21.597499999999997,decrease,decrease,1.0
2026-02-09 17:00:00+00:00,2026-02-09 18:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,118.34,107.8347814126347,121.6175,19.305449113463663,18.631053972535177,743115.0,704857.3,2026-02-09,20,13,22,17,24,0.8260869565217391,0.5217391304347826,0.9130434782608695,0.6956521739130435,0.6739130434782609,0.8043478260869565,16,19,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.8043478260869565,79.4375,5.110299115154737,-40.25750000000001,-1.7355709788561136,False,False,False,False,-13.78271858736531,-3.2775000000000034,decrease,decrease,1.0
2026-02-09 05:00:00+00:00,2026-02-09 06:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,90.005,92.0481332075442,59.035,19.488995479184656,20.3911551882461,671430.0,693936.5,2026-02-09,17,17,17,18,24,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.6956521739130435,0.717391304347826,17,17,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.717391304347826,51.10249999999999,5.29384548087573,-11.9225,-1.9191173445771064,False,False,False,False,33.0131332075442,30.97,increase,increase,1.0
2026-02-09 10:00:00+00:00,2026-02-09 11:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,88.785,90.51480010629798,48.275,19.01384871975863,22.381930220673073,760967.5,896928.1,2026-02-09,16,20,15,16,24,0.6521739130434783,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.7391304347826086,0.6304347826086957,18,16,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.6304347826086957,49.88249999999999,4.818698721449705,-10.7025,-1.4439705851510816,False,False,False,False,42.239800106297984,40.51,increase,increase,1.0
2026-02-09 19:00:00+00:00,2026-02-09 20:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,91.395,104.78817316517056,107.6875,20.484567708007265,21.692753068744977,818000.0,877767.1000000001,2026-02-09,18,19,18,19,24,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7608695652173914,0.7608695652173914,19,18,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.7608695652173914,52.49249999999999,6.2894177096983395,-13.3125,-2.9146895733997162,False,False,False,False,-2.899326834829438,-16.292500000000004,decrease,decrease,1.0
2026-02-09 09:00:00+00:00,2026-02-09 10:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,94.5625,106.27634832475368,56.58,24.39852444279116,24.687093565621964,983840.0,986086.7,2026-02-09,19,22,19,21,24,0.782608695652174,0.9130434782608695,0.782608695652174,0.8695652173913043,0.8478260869565217,0.8260869565217391,20,20,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.8260869565217391,55.66,10.203374444482234,-16.480000000000004,-6.828646308183611,False,False,False,False,49.696348324753686,37.9825,increase,increase,1.0
2026-02-09 18:00:00+00:00,2026-02-09 19:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,116.7475,119.94988176732735,126.905,21.178654406431708,20.65553916667639,861410.0,831963.6,2026-02-09,23,18,21,20,24,0.9565217391304348,0.7391304347826086,0.8695652173913043,0.8260869565217391,0.8478260869565217,0.8478260869565217,21,21,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.8478260869565217,77.845,6.983504408122782,-38.665000000000006,-3.6087762718241585,False,False,False,False,-6.955118232672646,-10.157499999999999,decrease,decrease,1.0
2026-02-09 06:00:00+00:00,2026-02-09 07:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,105.805,115.25589597573816,78.5025,24.972626373775658,22.83114835266552,919130.0,833701.3,2026-02-09,21,21,20,22,24,0.8695652173913043,0.8695652173913043,0.8260869565217391,0.9130434782608695,0.8695652173913043,0.8695652173913043,22,22,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.8695652173913043,66.9025,10.777476375466732,-27.72250000000001,-7.402748239168108,False,False,False,False,36.75339597573816,27.30250000000001,increase,increase,1.0
2026-02-09 07:00:00+00:00,2026-02-09 08:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,140.06,118.8798828841848,86.4025,27.58986885417211,28.763667321111956,1056085.0,1112258.7999999998,2026-02-09,22,24,24,24,24,0.9130434782608695,1.0,1.0,1.0,0.9565217391304348,1.0,23,24,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,1.0,101.1575,13.394718855863184,-61.977500000000006,-10.01999071956456,False,False,False,False,32.47738288418479,53.6575,increase,increase,1.0
2026-02-09 08:00:00+00:00,2026-02-09 09:00:00+00:00,wf_2026_02,lightgbm,2026-02-09,1,124.9975,125.97633671993655,77.06,26.33245049817127,28.33264106991724,1043950.0,1105725.8,2026-02-09,24,23,23,23,24,1.0,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9782608695652174,0.9565217391304348,24,23,0.0,38.9025,14.195149998308926,78.0825,17.56987813460755,0.9565217391304348,86.095,12.137300499862343,-46.915000000000006,-8.76257236356372,False,False,False,False,48.91633671993655,47.9375,increase,increase,1.0
2026-02-10 23:00:00+00:00,2026-02-11 00:00:00+00:00,wf_2026_02,lightgbm,2026-02-10,1,13.5425,14.787572925638164,38.9025,11.989944305896357,12.0574785201429,448325.0,450207.79999999993,2026-02-10,1,2,2,2,24,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.043478260869565216,1,1,0.043478260869565216,12.245,11.919919286237116,35.3525,13.80472421469206,0.0,1.2975000000000012,0.07002501965924068,21.81,1.8147799087957033,True,True,True,True,-24.114927074361837,-25.360000000000003,decrease,decrease,1.0
2026-02-10 22:00:00+00:00,2026-02-10 23:00:00+00:00,wf_2026_02,lightgbm,2026-02-10,1,16.5375,20.915347956254287,54.6025,11.919919286237116,12.047182375018918,451905.0,452939.0,2026-02-10,3,1,4,1,24,0.08695652173913043,0.0,0.13043478260869565,0.0,0.043478260869565216,0.06521739130434782,2,2,0.043478260869565216,12.245,11.919919286237116,35.3525,13.80472421469206,0.021739130434782608,4.292500000000002,0.0,18.814999999999998,1.884804928454944,False,False,True,True,-33.68715204374571,-38.065,decrease,decrease,1.0
2026-02-10 21:00:00+00:00,2026-02-10 22:00:00+00:00,wf_2026_02,lightgbm,2026-02-10,1,23.4125,26.245108906377524,67.07,12.020630546689665,12.0957657426669,454767.5,457605.8,2026-02-10,6,3,6,3,24,0.21739130434782608,0.08695652173913043,0.21739130434782608,0.08695652173913043,0.15217391304347827,0.15217391304347827,3,4,0.043478260869565216,12.245,11.919919286237116,35.3525,13.80472421469206,0.10869565217391305,11.167500000000002,0.10071126045254886,11.939999999999998,1.784093668002395,False,False,True,False,-40.82489109362247,-43.65749999999999,decrease,decrease,1.0
2026-02-10 20:00:00+00:00,2026-02-10 21:00:00+00:00,wf_2026_02,lightgbm,2026-02-10,1,19.43,46.88833649284737,68.6025,12.104012895562908,12.656160796005471,463677.5,488817.0,2026-02-10,9,4,5,4,24,0.34782608695652173,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.2391304347826087,0.15217391304347827,4,3,0.043478260869565216,12.245,11.919919286237116,35.3525,13.80472421469206,0.10869565217391305,7.1850000000000005,0.18409360932579233,15.9225,1.7007113191291516,False,False,False,True,-21.714163507152634,-49.17250000000001,decrease,decrease,1.0
